,restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
67,KomhK0JD5cleEW55YTw7MQ,Sun Wah Bar-B-Que,"Sun Wah Bar-B-Que - Uptown - Chicago, IL",606,4.0,"Restaurants, Chinese","5041 N Broadway (between Winnemac Ave & Carmen Ave) Chicago, IL 60640 Neighborhood: Uptown","Mon-Wed, Sun 9 am - 9 pm Fri-Sat 9 am - 10 pm",Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,Dinner,Beer & Wine Only,Average,Casual,No,Yes,Yes,http://www.sunwahbbq.com/,(773) 769-1254,75
68,qkfBgSCbekH3DHTanVL1_w,Indie Cafe Thai & Sushi,"Indie Cafe Thai & Sushi - Edgewater - Chicago, IL",444,4.0,"Restaurants, Sushi Bars, Japanese, Thai","5951 N Broadway (between Thorndale Ave & Elmdale Ave) Chicago, IL 60660 Neighborhood: Edgewater",,No,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,No,Dinner,Full Bar,Average,"Romantic, Trendy",No,No,Yes,http://www.indiecafe.us/,(773) 561-5577,82
69,n3VjBryfinjRG1W3LWsPBQ,Fox & Obel,"Fox & Obel - Near North Side - Chicago, IL",485,3.5,"Food, Grocery, Event Planning & Services, Caterers, Restaurants, American (New)","401 E Illinois St (between New St & Park Dr) Chicago, IL 60611 Neighborhood: Near North Side",Mon-Sun 6 am - 12 am,Yes,Yes,"Garage, Street, Validated",Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Breakfast",Beer & Wine Only,Average,Casual,No,Yes,Yes,http://www.fox-obel.com,(312) 410-7301,56
70,z_qEuUuRWIq4O-YufXHf1w,Giordano's Famous Stuffed Pizza,"Giordano's Famous Stuffed Pizza - Near North Side - Chicago, IL",530,3.5,"Restaurants, Pizza","730 N Rush St (between Superior St & Chicago Ave) Chicago, IL 60611 Neighborhood: Near North Side",Mon-Sun 11 am - 12 am,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Loud,"Touristy, Casual",Yes,Yes,Yes,http://www.giordanos.com/,(312) 951-0747,68
71,hvHVAs2lhaoYo_rxOUuSTQ,La Villa Restaurant Pizzeria & Banquet,"La Villa Restaurant Pizzeria & Banquet - Irving Park - Chicago, IL",173,4.0,"Restaurants, Pizza, Event Planning & Services, Venues & Event Spaces, Italian","3632 N Pulaski Rd (between Waveland Ave & Patterson Ave) Chicago, IL 60641 Neighborhood: Irving Park",Mon-Thu 2 pm - 12 am Fri 2 pm - 1 am Sat 11 am - 1 am Sun 11 am - 11 pm,Yes,Yes,Private Lot,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,Dinner,Full Bar,Average,Casual,Yes,Yes,Yes,http://www.lavillabanquets.com,(773) 283-7980,54
72,_n3OmwreEGPQmiHKklsD8w,San Soo Gab San,"San Soo Gab San - Lincoln Square - Chicago, IL",684,3.5,"Restaurants, Korean, Seafood","5247 N Western Ave (between Berwyn Ave & Farragut Ave) Chicago, IL 60625 Neighborhood: Lincoln Square",Mon-Sun 10 am - 3 am,Yes,Yes,Private Lot,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,"Late Night, Dinner",Beer & Wine Only,Average,Casual,No,No,Yes,,(773) 334-1589,99
73,28gamO9SwWMHxwB0nP_plQ,La Pasadita,"La Pasadita - Ukrainian Village - Chicago, IL",341,4.0,"Restaurants, Mexican","1132 N Ashland Ave (between Division St & Haddon Ave) Chicago, IL 60622 Neighborhood: Ukrainian Village",Mon-Sun 9 am - 3 am,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,Yes,No,No,"Late Night, Dinner",No,Average,Divey,Yes,No,Yes,http://www.pasadita.com,(773) 384-6537,54
74,n-mj6IJkWyCu4BuD2dvm0A,Ruth's Chris Steak House,"Ruth's Chris Steak House - Near North Side - Chicago, IL",350,4.0,"Restaurants, Steakhouses","431 N Dearborn St Chicago, IL 60654 Neighborhood: Near North Side",Mon 11:30 am - 10 pm Tue-Fri 11:30 am - 11 pm Sat 4:30 pm - 11:30 pm Sun 4 pm - 9:30 pm,No,Yes,Valet,Dressy,Yes,$$$,Yes,No,Yes,Yes,No,No,Dinner,Full Bar,Average,"Romantic, Classy, Intimate",Yes,No,Yes,http://www.ruthschris.com/location…,(312) 321-2725,66
75,tW2jfL-qMccAYZSghPBbHA,The Art of Pizza,"The Art of Pizza - Lakeview - Chicago, IL",658,4.0,"Restaurants, Pizza, Italian","3033 N Ashland Ave (between Barry Ave & Nelson St) Chicago, IL 60657 Neighborhood: Lakeview","Mon-Thu, Sun 11 am - 10 pm Fri-Sat 11 am - 11:30 pm",Yes,Yes,Private Lot,Casual,Yes,$,No,Yes,Yes,No,No,No,Dinner,No,Average,Casual,Yes,No,Yes,http://www.theartofpizzainc.com,(773) 327-5600,99
76,rnjz2KNgsQ2YaC_kjeuuAQ,Kinzie Chop House,"Kinzie Chop House - Near North Side - Chicago, IL",302,4.0,"Restaurants, Steakhouses","400 N Wells St Chicago, IL 60654 Neighborhoods: Near North Side, River North",Mon-Thu 11 am - 10 pm Fri 11 am - 11 pm Sat 4 pm - 11 pm Sun 4 pm - 9 pm,No,Yes,"Garage, Street, Validated",Dressy,Yes,$$$,Yes,Yes,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,Classy,Yes,No,Yes,http://www.kinziechophouse.com,(312) 822-0191,58
77,xjZ9eqYrzMrl2v6_1Kv6hA,Alliance Bakery & Cafe,"Alliance Bakery & Cafe - Wicker Park - Chicago, IL",444,4.0,"Food, Bakeries, Coffee & Tea, Restaurants, Sandwiches","1736 W Division St (between Hermitage Ave & Wood St) Chicago, IL 60622 Neighborhood: Wicker Park",Mon-Sat 6 am - 9 pm Sun 7 am - 9 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,Yes,Free,"Dessert, Breakfast",No,Quiet,Hipster,No,Yes,Yes,http://www.alliance-bakery.com/,(773) 278-0366,75
78,2WoMT3wSpp9vxZeTv6u-cw,Las Tablas Colombian Steakhouse,"Las Tablas Colombian Steakhouse - Lakeview - Chicago, IL",442,4.0,"Restaurants, Latin American, Steakhouses","2942 N Lincoln Ave (between Southport Ave & George St) Chicago, IL 60657 Neighborhood: Lakeview",Mon-Thu 5 pm - 10 pm Fri-Sat 11 am - 11 pm Sun 11 am - 9 pm,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,Dinner,Full Bar,Average,Casual,Yes,,Yes,http://www.lastablas.com,(773) 871-2414,52
79,ElCbMJRjgu9LDj4MxOKXew,Big Jones,"Big Jones - Andersonville - Chicago, IL",608,4.0,"Restaurants, Southern, Breakfast & Brunch","5347 N Clark St (between Summerdale Ave & Balmoral Ave) Chicago, IL 60640 Neighborhoods: Andersonville, Edgewater",Mon-Thu 11 am - 9 pm Fri 11 am - 10 pm Sat 9 am - 10 pm Sun 9 am - 9 pm,No,Yes,Street,Casual,Yes,$$,Yes,No,No,Yes,Yes,Free,"Dinner, Brunch",Full Bar,Average,"Classy, Trendy, Casual",No,No,Yes,http://www.bigjoneschicago.com,(773) 275-5725,85
80,ALwH81_sqskLmwfWS-_eeQ,Tank Noodle Restaurant,"Tank Noodle Restaurant - Uptown - Chicago, IL",800,4.0,"Restaurants, Vietnamese","4953 N Broadway (between Argyle St & Ainslie St) Chicago, IL 60640 Neighborhood: Uptown","Mon-Tue, Thu-Sat 8:30 am - 10 pm Sun 8:30 am - 9 pm",Yes,Yes,Street,Casual,Yes,$,Yes,No,Yes,Yes,No,No,"Lunch, Dinner",No,Average,Casual,No,No,Yes,http://www.tank-noodle.com,(773) 878-2253,86
81,juop6_3dLfPDo-un-ZuXrg,Fogo 2 Go,"Fogo 2 Go - Lincoln Park - Chicago, IL",220,4.0,"Restaurants, Pizza, Brazilian, Fast Food","926 W Diversey Ave (between Mildred Ave & Wilton Ave) Chicago, IL 60614 Neighborhood: Lincoln Park",Mon-Thu 11:30 am - 10 pm Fri-Sat 11:30 am - 11 pm Sun 11:30 am - 9 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,"Lunch, Dinner",No,Average,Casual,Yes,Yes,Yes,http://www.Fogo2Go.com,(773) 880-8052,61
82,qqax04alS3UPx0Yp4jJNDQ,Milk & Honey Cafe,"Milk & Honey Cafe - Wicker Park - Chicago, IL",480,3.5,"Restaurants, Breakfast & Brunch","1920 W Division St (between Winchester Ave & Wolcott Ave) Chicago, IL 60622 Neighborhood: Wicker Park",Mon-Fri 7 am - 4 pm Sat 8 am - 5 pm Sun 8 am - 4 pm,No,Yes,Street,Casual,No,$,No,No,Yes,No,Yes,No,Breakfast,Beer & Wine Only,Average,Casual,No,No,Yes,http://www.milkandhoneycafe.com,(773) 395-9434,69
83,1QKqtC4vML3QhkrSzwR_tQ,Wakamono,"Wakamono - Lakeview - Chicago, IL",348,3.5,"Restaurants, Sushi Bars","3317 N Broadway Ave (between Aldine Ave & Buckingham Pl) Chicago, IL 60657 Neighborhood: Lakeview",Mon-Sun 4 pm - 11 pm,No,Yes,Street,Casual,No,$$,No,Yes,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Trendy,No,,Yes,http://www.wakamonosushi.com,(773) 296-6800,60
84,ms5ge1XY9-Alu7HkybAMdQ,Giordano's,"Giordano's - The Loop - Chicago, IL",520,3.5,"Restaurants, Pizza","135 E Lake St (between Stetson Ave & Beaubien Ct) Chicago, IL 60601 Neighborhood: The Loop",,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,Yes,http://www.giordanos.com,(312) 616-1200,51
85,Btjt4D8dJ-yEdsts3Tj5Hg,Anteprima,"Anteprima - Andersonville - Chicago, IL",289,3.5,"Restaurants, Italian","5316 N Clark St (between Berwyn Ave & Summerdale Ave) Chicago, IL 60640 Neighborhoods: Andersonville, Edgewater",Mon-Thu 5:30 pm - 10 pm Fri-Sat 5:30 pm - 11 pm Sun 5 pm - 9:30 pm,No,Yes,Street,Casual,No,$$$,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Loud,"Romantic, Classy",No,No,Yes,http://anteprimachicago.net,(773) 506-9990,55
86,h-CNRJ-bqSZvz75J4A9cFg,Wilde Bar & Restaurant,"Wilde Bar & Restaurant - Lakeview - Chicago, IL",576,3.5,"Nightlife, Bars, Pubs, Restaurants, Irish","3130 N Broadway St (between Briar Pl & Barry Ave) Chicago, IL 60657 Neighborhood: Lakeview",Mon-Fri 11 am - 2 am Sat 10 am - 3 am Sun 10 am - 2 am,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Casual,Yes,Yes,Yes,http://www.wildechicago.com,(773) 244-0404,61
87,4wreIFjaPMppyEnzKHbozg,Grand Lux Cafe,"Grand Lux Cafe - Near North Side - Chicago, IL",828,3.5,"Restaurants, American (New), Food, Desserts, American (Traditional)","600 N. Michigan Ave. (between Ohio St & Ontario St) Chicago, IL 60611 Neighborhood: Near North Side",Mon-Thu 11 am - 11:30 pm Fri 11 am - 12:30 am Sat 9 am - 12:30 am Sun 9 am - 11:30 pm,Yes,Yes,"Street, Valet",Casual,Yes,$$,No,No,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,"Touristy, Casual",No,No,Yes,http://www.grandluxcafe.com/,(312) 276-2500,115
88,ptRZlXxngjFj5gghwPNNHA,RJ Grunts,"RJ Grunts - Lincoln Park - Chicago, IL",373,4.0,"Restaurants, American (Traditional), Sandwiches","2056 N Lincoln Park W Chicago, IL 60614 Neighborhood: Lincoln Park",Mon-Fri 11:30 am - 12 am Sat 10 am - 12 am Sun 10 am - 9 pm,Yes,Yes,"Street, Valet",Casual,Yes,$$,Yes,Yes,Yes,Yes,No,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,No,Yes,http://www.rjgruntschicago.com,(773) 929-5363,54
89,-pO0hsi0xlF4FwqLGJUizg,Uncommon Ground,"Uncommon Ground - Edgewater - Chicago, IL",417,4.0,"Restaurants, American (New), Breakfast & Brunch","1401 W Devon Ave (between Glenwood Ave & Newgard Ave) Chicago, IL 60660 Neighborhood: Edgewater",Mon-Fri 9 am - 10 pm Sat-Sun 9 am - 12 am,Yes,Yes,"Street, Private Lot",Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Free,"Dinner, Brunch",Full Bar,Average,"Hipster, Casual",Yes,Yes,Yes,http://www.uncommonground.com,(773) 465-9801,57
90,oCTlReyKjJxKPFYfCurxxQ,Lockdown Bar & Grill,"Lockdown Bar & Grill - Humboldt Park - Chicago, IL",393,4.0,"Restaurants, American (New), Burgers","1024 N Western Ave (between Augusta Blvd & Cortez St) Chicago, IL 60622 Neighborhood: Humboldt Park",Mon-Fri 11 am - 2 am Sat 11 am - 3 am Sun 11 am - 12 am,No,Yes,"Street, Private Lot",Casual,Yes,$$,No,,Yes,Yes,Yes,Free,Dinner,Full Bar,Loud,"Hipster, Casual",Yes,No,Yes,http://www.lockdownbar.com,(773) 687-8565,60
91,d6UbRb9W5eA1yL-DuVZ8ug,ZED451,"ZED451 - Near North Side - Chicago, IL",516,4.0,"Restaurants, Steakhouses","739 N Clark St (between Superior St & Chicago Ave) Chicago, IL 60610 Neighborhood: Near North Side","Mon-Thu, Sun 4:30 pm - 10 pm Fri-Sat 4:30 pm - 11 pm Sat-Sun 10 am - 2 pm",No,Yes,Valet,Dressy,Yes,$$$,Yes,No,No,Yes,Yes,No,Dinner,Full Bar,Average,Trendy,Yes,Yes,Yes,http://www.zed451.com,(312) 266-6691,96
92,LMaoM2Ue2BR_HI9ba3JsZg,The Publican,"The Publican - Fulton Market - Chicago, IL",1303,4.0,"Nightlife, Bars, Pubs, Restaurants, American (New), Breakfast & Brunch","837 W Fulton Market Chicago, IL 60607 Neighborhoods: Fulton Market, Near West Side, West Loop",Mon-Thu 3:30 pm - 10:30 pm Fri-Sat 3:30 pm - 11:30 pm Sat-Sun 10 am - 2 pm Sun 5 pm - 10 pm,No,Yes,"Street, Valet",Casual,Yes,$$$,Yes,No,No,Yes,Yes,No,Dinner,Full Bar,Average,Trendy,No,No,Yes,http://thepublicanrestaurant.com,(312) 733-9555,123
93,u_Ze5HkcNXgECvYvKS0HLA,Bin 36,"Bin 36 - Near North Side - Chicago, IL",433,3.5,"Nightlife, Bars, Wine Bars, Restaurants, American (New)","339 N Dearborn St Chicago, IL 60654 Neighborhood: Near North Side",Mon-Wed 6:30 am - 11 pm Thu 6:30 am - 12 am Fri 6:30 am - 1 am Sat 7 am - 1 am Sun 7 am - 10 pm,No,Yes,Valet,Casual,Yes,$$$,Yes,No,Yes,Yes,No,No,Dinner,Full Bar,Average,Trendy,No,No,Yes,http://www.bin36.com,(312) 755-9463,52
94,6gZTET0y7ARZMrbJRmI2mw,The Fifty_50,"The Fifty/50 - Ukrainian Village - Chicago, IL",319,3.5,"Nightlife, Bars, Sports Bars, Restaurants, Burgers","2047 W Division St (between Damen Ave & Hoyne Ave) Chicago, IL 60622 Neighborhood: Ukrainian Village","Mon-Thu 11 am - 2 am Fri, Sun 10 am - 2 am Sat 10 am - 3 am",No,Yes,"Street, Valet",Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,Free,Dinner,Full Bar,Very Loud,Casual,Yes,Yes,Yes,http://www.thefifty50.com,(773) 489-5050,67
95,RYw_no9ohtCg09aKorVffg,Wishbone,"Wishbone - Lakeview - Chicago, IL",459,3.5,"Restaurants, Southern, Breakfast & Brunch","3300 N Lincoln Ave (between Marshfield Ave & School St) Chicago, IL 60657 Neighborhood: Lakeview",Mon-Tue 7 am - 3 pm Wed-Thu 7 am - 9 pm Fri 7 am - 10 pm Sat 8 am - 10 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,Free,"Breakfast, Brunch",Full Bar,Average,Casual,No,Yes,Yes,http://www.wishbonechicago.com,(773) 549-2663,51
96,08X_5WTOVNvk4SgPRKBjjQ,Garcia's Restaurant,"Garcia's Restaurant - Lincoln Square - Chicago, IL",617,3.5,"Restaurants, Mexican","4749 N Western Ave (between Leland Ave & Lawrence Ave) Chicago, IL 60625 Neighborhoods: Lincoln Square, Ravenswood",Mon-Thu 10 am - 1 am Fri 10 am - 3 am Sat-Sun 10 am - 4 am,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,Yes,No,No,Dinner,Full Bar,Loud,Casual,Yes,Yes,Yes,,(773) 769-5600,106
97,ibreTMGGaQSanZttUchjKg,The Original Gino's East of Chicago,"The Original Gino's East of Chicago - Near North Side - Chicago, IL",701,3.5,"Restaurants, Pizza","162 E Superior St (between Michigan Ave & St Clair St) Chicago, IL 60611 Neighborhoods: Near North Side, River East",Mon-Thu 11 am - 10 pm Fri-Sat 11 am - 11 pm Sun 12 pm - 10 pm,Yes,Yes,"Garage, Valet",Casual,Yes,$$,No,Yes,Yes,Yes,Yes,No,Dinner,Full Bar,Average,"Touristy, Casual",Yes,No,Yes,http://www.ginoseast.com,(312) 266-3337,82
98,1iehp7Z2kejBq3RSeb4Dxg,Brazzaz,"Brazzaz - Near North Side - Chicago, IL",414,3.5,"Restaurants, Steakhouses, Brazilian","539 N Dearborn St Chicago, IL 60654 Neighborhood: Near North Side",Mon-Thu 5 pm - 10 pm Fri 11 am - 2 pm Fri 5 pm - 10:30 pm Sat 4 pm - 10:30 pm Sun 1 pm - 9:30 pm,No,Yes,"Street, Valet",Casual,Yes,$$$,Yes,No,No,Yes,No,No,Dinner,Full Bar,Average,Classy,No,No,Yes,http://www.brazzaz.com,(312) 595-9000,80
99,mCHto10PBQOKnefm7gholg,90 Miles Cuban Café_1,"90 Miles Cuban Café - Logan Square - Chicago, IL",565,4.0,"Restaurants, Cuban, Sandwiches","2540 W Armitage Ave (between Stave St & Bingham St) Chicago, IL 60647 Neighborhood: Logan Square",Mon-Thu 10 am - 10 pm Fri-Sat 10 am - 11 pm Sun 10 am - 9 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,No,Dinner,No,Average,Casual,Yes,Yes,Yes,http://www.90milescubancafe.com,(773) 227-2822,79
102575,iBA2L7fbTJi2PcrjDaOfoQ,Sammy's Kitchen,"Sammy's Kitchen - Garfield Ridge - Chicago, IL",12,5.0,"Restaurants, Diners, METADATA","5542 W 55th St (between Linder Ave & Luna Ave) Chicago, IL 60638 Neighborhood: Garfield Ridge",,Yes,No,Private Lot,Casual,No,$,No,No,Yes,Yes,No,No,Breakfast,No,Quiet,Divey,Yes,No,,,(773) 735-2802,3
